Daty,ln_rates_EA19,ln_rates_JPN,ln_rates_POL,ln_rates_USA,unemp_EA19,unemp_JPN,unemp_OECD,unemp_POL,unemp_USA,ln_gdp_growth_EA19,ln_gdp_growth_JPN,ln_gdp_growth_OECD,ln_gdp_growth_POL,ln_gdp_growth_USA,ln_growth_AP,ln_growth_fw_AP,ln_growth_fm_AP,ln_growth_OP,ln_growth_fw_OP,ln_growth_fm_OP,ln_growth_ARW,ln_growth_fw_ARW,ln_growth_fm_ARW,ln_growth_ORW,ln_growth_fw_ORW,ln_growth_fm_ORW,ln_growth_ARR,ln_growth_fw_ARR,ln_growth_fm_ARR,ln_growth_ORR,ln_growth_fw_ORR,ln_growth_fm_ORR,ln_growth_G,ln_growth_fw_G,ln_growth_fm_G,ln_growth_wig20,ln_growth_fw_wig20,ln_growth_fm_wig20,ln_growth_nyse,ln_growth_fw_nyse,ln_growth_fm_nyse
2000-01-17,,,,,,,,,,,,,,,0.007792801375352987,0.027510827187453818,0.07999536446900042,0.0,2.246906093163137e-05,8.078800075804753e-05,0.015112275819525678,0.03243012557577526,0.050727533156526096,-4.3602433022371656e-05,0.013770989952898919,0.007915812690724392,0.004065681910006447,0.018384168097456997,0.04905672892315526,-0.000924392470400548,0.0065997524431991965,0.0014059929541890993,0.0013137511959575576,0.0008871008101324914,0.004024939920152712,0.00817342011467126,0.03526410415057482,0.09621863376523344,,,
2000-01-18,,,,,,,,,,,,,,,-0.018673561561874052,0.035924392945206086,0.08099143330461672,0.0,2.246906093163137e-05,8.078800075804751e-05,-0.0029288892509944375,0.021032860177779663,0.04861610237685577,-0.0017456581198285193,0.007762434278743459,0.006301477884198602,-0.010705554642467696,0.025394651283215035,0.03903389616568161,-0.0021023200761085548,0.004825898679003227,0.003059227562269461,0.00044578731730293697,0.0008866550056357266,0.004104744000060986,-0.022147752853202363,0.04384905410342507,0.0985061518104947,,,
2000-01-19,,,,,,,,,,,,,,,-0.005210130384668332,0.03581672085488094,0.08347269568000226,-3.6357686928667476e-05,2.246987784018049e-05,8.551460553073544e-05,-0.01912634032782634,0.04150599893857419,0.043150177116662025,0.002355919243340665,0.007495797489450608,0.008640390021725737,-0.0034575738507225395,0.024243202002227786,0.036466375077724,0.0016205270258078386,0.005750003515809377,0.0021105332475304496,0.0004455886795184938,0.0008877525242389696,0.004099761896749297,-0.0054115696611569675,0.04386362896274082,0.10128285112585737,,,
2000-01-20,,,,,,,,,,,,,,,0.010370581497014975,0.01919725792905688,0.07619442878639605,0.0,2.24698778401805e-05,8.551460553073544e-05,-0.0012625571200119978,0.04343268499159198,0.04343932579224066,-0.0004794595275461333,0.002214810801346264,0.008170704390039524,-0.0034882563328002547,0.019517936584841973,0.03490768984074478,-0.0009063998229201786,0.002363291075885507,0.00233030849378769,0.0004453902186760672,0.0008686887223828697,0.0040101847974699945,0.011746750988131716,0.021839447315483554,0.09268891680729226,,,
2000-01-21,,,,,,,,,,,,,,,0.006058432492442201,0.03268083953491312,0.07106982911843396,0.0,3.6357686928667476e-05,8.551460553073543e-05,-0.005646075838582121,0.030019889720909,0.046614524741653014,0.0015682860979548963,0.0021951673685462604,0.00957186873202286,-0.002750673029124684,0.00935468288849213,0.034686611023907354,0.0011569611780331002,0.0024136907605155494,0.00245248344663881,0.00044519193453940176,0.0008682621246946507,0.0038385520091175945,0.003901760740046001,0.03495606267841921,0.08927124177789345,,,
2000-01-24,,,,,,,,,,,,,,,-0.026954578418208364,0.04790514224563486,0.09722868561996932,-3.635900885701204e-05,2.2470694807738864e-05,7.331529299042053e-05,0.00038660150151503814,0.01628508164832163,0.046301185025755164,0.002955624353560893,0.00202919040147759,0.011943215511611054,-0.012633811244178617,0.013483120181614603,0.03983183390441268,0.002213774425448456,0.0021006155042410323,0.004176435107516254,0.001309693150698621,0.0008642040806967505,0.0032293689474024415,-0.03552112473817193,0.05794387149272539,0.12420770479115177,,,
2000-01-25,,,,,,,,,,,,,,,-0.02655936894609745,0.05493621711976512,0.12370043919230293,0.0,2.247069480773886e-05,7.33152929904205e-05,-0.014124685696421224,0.02146272441746248,0.05984244403391872,-0.0018679820371216849,0.002091315136411851,0.010818757235515944,-0.00286949695683969,0.00875175996139224,0.042064201000989294,0.0020745699827999786,0.003535730613028683,0.00622619988026618,0.00044441153238583553,0.0008637788964797281,0.0029968316499526413,-0.031209846323179136,0.06557229140782711,0.15515383601084395,,,
2000-01-26,,,,,,,,,,,,,,,0.01660023972127611,0.06152736141055947,0.10839824711329792,-3.6360330883056236e-05,2.247151183458127e-05,5.661495575254402e-05,0.0024052591654628586,0.00889319740602852,0.05743989429091558,0.000956147667263707,0.003466172791569816,0.011120555619118839,0.0018252690684059658,0.013368469277841289,0.04036002480421078,0.0005563282480061105,0.0039013547019115112,0.006774931290256669,0.0004442141185068138,0.0008648919011498564,0.0027002105188419293,0.021332452647596867,0.07597414246930159,0.13590967577490168,,,
2000-01-27,,,,,,,,,,,,,,,0.015592686791270793,0.06668205936214472,0.09728964719459755,-3.63616530050237e-05,2.2474311986541553e-05,5.029601703841283e-05,0.0024830869980911885,0.012626127705849996,0.05511185049252081,-0.0012170739570676048,0.0036623777544377762,0.011110506759647781,0.0011580777206283699,0.01678643887162733,0.03920530940890089,-0.001996545105528824,0.004979463204664688,0.005061423233624081,0.0004440168799355604,0.0008660019940158591,0.002347202443442025,0.019248278848889022,0.08325583196174463,0.12294501561888779,,,
2000-01-28,,,,,,,,,,,,,,,-0.006189396202280761,0.06585394192882091,0.10007732392898193,0.0,2.2474311986541553e-05,5.029601703841283e-05,-0.005924949559499737,0.012524505241087166,0.05989539486979683,-0.005932664408197397,0.005198423420735251,0.014258838139280057,-0.01508358823981304,0.0238404110952728,0.054021248542538196,0.001497782410311288,0.004928972281324008,0.006074482645952418,0.00044381981644292523,0.0008655780258288162,0.0019477737054205977,-0.006581338989969154,0.08305127157611582,0.12555514581051208,,,
2000-01-31,,,,,,,,,,,,,,,-0.011533615742393089,0.05126238701141187,0.10294491667887959,0.007462721201589417,0.007521554522419575,0.007483402210346593,-0.013801887146045466,0.025204056628234932,0.06931797310880292,-0.0029795833103225533,0.007298907871568967,0.016904925905395343,0.0030196105146691465,0.012985537160013367,0.05133243727682764,-7.675480680724434e-05,0.0030008473965739088,0.006035463688826028,0.0013302788156428491,0.0008861636845920733,0.0006955714651355433,-0.014758881419894898,0.06328815367238379,0.1283457223750234,,,
2000-02-01,1.512221917717681,,2.9750192319564492,1.9473377010464987,9.3,4.9,6.3906410000000005,15.8,4.1,,,,,,0.01534878158948505,0.04064013150088699,0.10398055613678685,0.0,0.007521554522419574,0.0074834022103465936,0.007277496050273946,0.02138090656628057,0.06595358798267505,0.0029795833103225533,0.010424952687270018,0.013958805875277659,0.006775275204835118,0.021271797715151978,0.04678478696835959,0.002204354010812537,0.0031150643303499035,0.006878675460184567,0.0004430333085831961,0.000885737755652017,0.0002986707475499246,0.018774537557439963,0.050620483271271575,0.13067686424082717,,,
2000-02-02,,,,,,,,,,,,,,,0.0151167533575709,0.03916195768770348,0.12844437275827453,-3.609261364978522e-05,0.0075213379362905645,0.007453484152443779,0.007448981049987147,0.026424606457793987,0.06596848444094704,0.0017048811805873143,0.011058236979875147,0.0076248255289656204,0.005042011499559074,0.02351897481087448,0.04609960214289482,-0.0004021717327482577,0.003411248296670679,0.006834589609471606,0.00041824019897873654,0.0009068902514310278,0.0002809469978443933,0.017823060651684486,0.047131477755225755,0.15966701369610126,,,
2000-02-03,,,,,,,,,,,,,,,0.05406841768652981,0.0647201199337909,0.18753737710780408,0.0,0.007491950775949869,0.007453484152443779,0.01820452094249614,0.03470263690708761,0.07958236306722728,0.007007493148107002,0.012182701341665936,0.0045702424756184955,0.014825691402155172,0.02168340050295359,0.06603516243302536,0.00304099841316674,0.0017225722100792991,0.007919992351872959,0.0004180653472429796,0.0009277463277853795,0.000286226662315191,0.06246070657856073,0.07597156238455564,0.22673948642389377,,,
2000-02-04,,,,,,,,,,,,,,,-0.003970399881659148,0.06414903303820028,0.15865055097701874,-3.6093916374824175e-05,0.007480778598081624,0.007453579903318356,0.010205147321353358,0.030542685741391795,0.09570632080448281,0.006614095223791416,0.009648936377553784,0.012113366608405314,0.001438808839957062,0.010537076595274005,0.07726690424152428,-0.0016245404690877763,0.002597613883463043,0.0077198818139135135,0.0004424670065548142,0.0009273282839509716,0.0002426678738494997,-0.005801528469577377,0.07575509543466385,0.1904520107237258,,,
2000-02-07,,,,,,,,,,,,,,,0.014126469350506099,0.03859517227544155,0.12858328927961712,-3.6095219192233685e-05,2.2309623846344174e-05,0.007450844725042139,0.01128701538824739,0.009972282286888295,0.0958159958664864,0.0034839494152922867,0.00660074043584752,0.010064350324373111,-0.003797697886587237,0.01734587054110749,0.05239950684884716,-0.0026431227201184626,0.00487501902672624,0.01054133025681744,0.0013262275687049296,0.0009232770379862421,0.0006716096137718228,0.0213742832495738,0.0396712931862401,0.1592411943126866,,,
2000-02-08,,,,,,,,,,,,,,,0.019652554945557732,0.03700193796577265,0.12051366095076664,0.0,2.2309623846344174e-05,0.00745084472504214,0.006438826773869977,0.01080663630195672,0.07586135992296968,0.004754672597025333,0.004885483168238219,0.01399305118120032,0.011146226374138202,0.016356846238985628,0.05344834041611693,0.0018585763294529656,0.0048789554658067395,0.009454666184449827,0.0004416852818840411,0.0009228604744614999,0.00020598350835830768,0.029303598613275916,0.037011234611567835,0.15505537421338306,,,
2000-02-09,,,,,,,,,,,,,,,-0.00784844437506127,0.023092583125751853,0.12176445186872514,0.0,5.840223748800724e-05,0.007450844725042139,0.00461574170963619,0.011746307358158325,0.09462162738676438,-0.001197246476444036,0.0069796668665016316,0.019896864626455808,-0.006769851774339308,0.0072988971778619825,0.0505579439808633,-0.0013600622744540658,0.003997148103882622,0.006932282678511942,0.00044149028212192576,0.0009041443681631326,0.0002115922273111288,-0.003269460727283402,0.01995251795651977,0.16125223537832897,,,
2000-02-10,,,,,,,,,,,,,,,-0.013190733087423467,0.04417295384145974,0.1198455807147807,-3.609652210379011e-05,5.840239130196086e-05,0.007450654977706531,0.004647527254185491,0.00963428641764556,0.09473124076720724,0.003416908462609669,0.006865080435914905,0.024835779453835836,-0.0010455955245145532,0.008693129372560171,0.05300303130895977,-0.001995549054274015,0.003688980138896738,0.007616900130607423,0.000441295454463031,0.0008852572115827832,0.00021719237685464095,-0.012817167132848972,0.057059088230074446,0.1589771900424611,,,
2000-02-11,,,,,,,,,,,,,,,-0.01369163041794419,0.047989527455027214,0.1274906747316028,0.0,2.230847494840563e-05,0.0074506549777065305,-0.002573389404818549,0.009900406440251055,0.08573077191623142,-0.0010238471949381989,0.003977443436131643,0.021294990624977504,-0.009554182915030296,0.01659912663881121,0.05011310080471807,0.0008063742397199647,0.0016400582593653912,0.009547388894834807,0.0004411007986835358,0.000884835060670015,0.0002001084605172438,-0.017567956587470235,0.06296139728177161,0.1636639136015807,,,
2000-02-14,,,,,,,,,,,,,,,0.003974173139277504,0.041668027650817854,0.12023253957365493,-3.609782511038162e-05,2.230928022140308e-05,0.007450399274022689,-0.015014533557349274,0.022966039707286376,0.08409006359703258,0.00328113642615957,0.0038352011714832893,0.021762971321953203,-0.003230349174012659,0.01671156442867509,0.05439558549363042,0.003142487448482889,0.00682062500097133,0.006586556232539314,0.0013466037022080712,0.0009052111884565403,0.0007723258199126685,0.006402938240171352,0.05522683066029466,0.15521861114043334,,,
2000-02-15,,,,,,,,,,,,,,,0.003936970609819568,0.026824561498885416,0.12318475450897495,-3.609912820934369e-05,2.231204008710933e-05,0.007486089948831953,-0.002943601147872954,0.024216358038414074,0.09276936166858796,0.0042875705102938255,0.00341938217003387,0.02228466467025615,-0.004057416028352634,0.0021706120221021944,0.060474757376279366,-0.0005549655202665704,0.006005988111201646,0.006443911104003187,0.00044031311866010725,0.0009047871410128482,0.0001378562505735583,0.004230498394726112,0.030462183272027606,0.15794583061602732,,,
2000-02-16,,,,,,,,,,,,,,,0.002251939227118527,0.027641903991146917,0.1041294350571019,0.0,2.231204008710933e-05,0.007486089948831951,0.0001622586406284654,0.02082610801709867,0.09039188135317176,-0.00012708902603364436,0.003385558873747061,0.0222119472219402,-0.002168166847201114,0.006652685642675934,0.052642584137602706,-0.000651041689661902,0.00538499172235811,0.006504205028655058,0.00044011932834209233,0.0009058971885607034,0.00014310885847191424,0.001066419482079084,0.0312043575053773,0.13800686220415348,,,
2000-02-17,,,,,,,,,,,,,,,0.0251737285378848,0.021481864086655963,0.07433711733856324,0.0,5.840856218277466e-05,0.007459494054350612,0.007381896768198892,0.023280834202408552,0.0668488531817103,-0.0012293606754010256,0.007842399727214516,0.02354725202976469,0.0043885133362442375,0.009334512442373367,0.044888249203030244,-0.00034484080191532485,0.004287456899273757,0.005914755689562157,0.00043992570853212953,0.0009070044136082671,0.0001487550474168875,0.029182151606201856,0.02258517970948704,0.10519673781353113,,,
2000-02-18,,,,,,,,,,,,,,,0.010577051654892422,0.02408414458468716,0.07413108154688368,-3.610043140422903e-05,5.840871603051264e-05,0.007477486949515269,-0.007922861321165264,0.024480748745115494,0.0733011239109841,-0.001188404706734758,0.00792252324116262,0.024037405792667395,-0.0156662165142345,0.013241540123864947,0.056981137888005705,0.0028509399661498236,0.00577795192475826,0.00826885674621737,0.0004641561602349853,0.0009144070851521085,0.00013052296496286154,0.01894798223085381,0.032413077242166105,0.09801548588137779,,,
2000-02-21,,,,,,,,,,,,,,,-0.011935846926305338,0.03563732147279377,0.09117086005343783,-3.61017346923731e-05,5.841262561250323e-05,0.007485612281924932,-0.0069230732482452595,0.016391728970872963,0.07457585289137401,-4.246915678152163e-05,0.006192070159800102,0.025464519432079065,-0.006471514216284113,0.016060427137275374,0.06041999329607583,0.001718115078162441,0.004705853445199468,0.00878817163758332,0.0013180056092627623,0.0008858179800819419,0.0007649620795947109,-0.009718939527897597,0.04076980452001398,0.11134230414610094,,,
2000-02-22,,,,,,,,,,,,,,,0.02874365426087344,0.0222998236187411,0.0547023159347556,0.0,5.841277940785699e-05,0.007488237251113454,-0.013687759132409383,0.021974255884014797,0.08789509496884608,0.0005095108805877047,0.0024153916514056562,0.027879159920106544,0.004698429935005244,0.0194054423043222,0.04817899943554345,0.003712486772454504,0.004596698681624267,0.01028307792812602,0.0004633298869691771,0.000892643422214895,0.00018670299263591163,0.039865418702933475,0.01636642814963042,0.057462852200308986,,,
2000-02-23,,,,,,,,,,,,,,,0.0006705341156862943,0.020892268220308405,0.059293976788646736,-3.6103038074664084e-05,2.230974134132176e-05,0.007475126901398772,0.005261357774344333,0.024761617407484122,0.0727410538225351,0.002204885560828984,0.003779730177739768,0.02385683461346615,0.007877687436334213,0.0291579253380007,0.045469442219112956,-0.0018640397986890989,0.005533836662345116,0.006515129711272624,0.00043874616800998467,0.0008937553032761313,0.00019100424875900072,0.004532052735568115,0.0195806486417199,0.06439380862049464,,,
2000-02-24,,,,,,,,,,,,,,,0.01973053557476767,0.01738555308416576,0.061361212536674856,0.0,2.2309741341321755e-05,0.007497720032999008,0.0011532443135422454,0.019039466287636156,0.07337004983845896,0.0005081300922338272,0.003579350690860397,0.024257163861922237,-0.0026445916298616368,0.029182125678179297,0.04498648404706639,0.0021300477804970797,0.0038476577716515933,0.0078077928897002545,0.00043855375422641174,0.0008948642665132376,0.00019623064963566577,0.034546908328692894,0.023269312439285265,0.07427006473424999,,,
2000-02-25,,,,,,,,,,,,,,,-0.03436040150932751,0.05738688846917868,0.03121021215306124,0.0,2.231250189442914e-05,0.0075277747694746525,-0.008294457782056064,0.019099378198456828,0.07659549677590854,0.0031699766607360402,0.0018869462778730143,0.021295014709477023,-0.003922252245275537,0.017787942123747288,0.043466653863623854,-0.0010834752098256573,0.003203213111669222,0.008440861617525353,0.0004627092928828347,0.0008944171835653986,0.00017762063311760665,-0.04165340683525809,0.0730817367693569,0.027903907216528103,,,
