date,NYSE
2015-11-10,10432.35
2015-11-09,10415.19
2015-11-06,10513.36
2015-11-05,10548.36
2015-11-04,10563.96
2015-11-03,10609.92
2015-11-02,10579.87
2015-10-30,10460.96
2015-10-29,10498.16
2015-10-28,10538.2
2015-10-27,10400.18
2015-10-26,10464.62
2015-10-23,10506.51
2015-10-22,10448.83
2015-10-21,10306.44
2015-10-20,10383.42
2015-10-19,10391.6
2015-10-16,10421.91
2015-10-15,10378.27
2015-10-14,10229.67
2015-10-13,10262.94
2015-10-12,10356.49
2015-10-09,10361.26
2015-10-08,10361.04
2015-10-07,10258.52
2015-10-06,10156.38
2015-10-05,10167.93
2015-10-02,9973.56
2015-10-01,9820.95
2015-09-30,9799.69
2015-09-29,9622.07
2015-09-28,9601.42
2015-09-25,9857.25
2015-09-24,9837.81
2015-09-23,9867.9
2015-09-22,9912.6
2015-09-21,10066.07
2015-09-18,10031.6
2015-09-17,10215.54
2015-09-16,10236.72
2015-09-15,10105.87
2015-09-14,9988.59
2015-09-11,10040.22
2015-09-10,10019.39
2015-09-09,9988.91
2015-09-08,10109.68
2015-09-04,9871.86
2015-09-03,10049.29
2015-09-02,10013.36
2015-09-01,9874.67
2015-08-31,10176.5
2015-08-28,10242.06
2015-08-27,10230.51
2015-08-26,9979.67
2015-08-25,9692.39
2015-08-24,9789.94
2015-08-21,10195.69
2015-08-20,10475.75
2015-08-19,10687.03
2015-08-18,10792.8
2015-08-17,10818.57
2015-08-14,10782.24
2015-08-13,10745.31
2015-08-12,10779.46
2015-08-11,10802.09
2015-08-10,10906.05
2015-08-07,10763.15
2015-08-06,10799.44
2015-08-05,10847.85
2015-08-04,10824.7
2015-08-03,10841.26
2015-07-31,10882.28
2015-07-30,10881.75
2015-07-29,10883.91
2015-07-28,10790.18
2015-07-27,10656.61
2015-07-24,10721.95
2015-07-23,10840.73
2015-07-22,10899.86
2015-07-21,10919.0
2015-07-20,10969.49
2015-07-17,10987.17
2015-07-16,11024.87
2015-07-15,10958.83
2015-07-14,10993.26
2015-07-13,10944.85
2015-07-10,10853.92
2015-07-09,10689.51
2015-07-08,10636.8
2015-07-07,10829.32
2015-07-06,10782.68
2015-07-02,10864.82
2015-07-01,10858.99
2015-06-30,10805.2
2015-06-29,10790.33
2015-06-26,11040.31
2015-06-25,11035.73
2015-06-24,11066.14
2015-06-23,11149.36
2015-06-22,11129.61
2015-06-19,11038.96
2015-06-18,11100.47
2015-06-17,11013.66
2015-06-16,10997.66
2015-06-15,10949.54
2015-06-12,11009.91
2015-06-11,11080.51
2015-06-10,11057.99
2015-06-09,10915.64
2015-06-08,10917.82
2015-06-05,10979.33
2015-06-04,11000.39
2015-06-03,11107.93
2015-06-02,11080.89
2015-06-01,11061.68
2015-05-29,11056.3
2015-05-28,11132.74
2015-05-27,11143.35
2015-05-26,11065.32
2015-05-22,11197.69
2015-05-21,11239.66
2015-05-20,11210.24
2015-05-19,11213.15
2015-05-18,11227.89
2015-05-15,11228.35
2015-05-14,11207.33
2015-05-13,11117.0
2015-05-12,11113.17
2015-05-11,11140.74
2015-05-08,11196.5
2015-05-07,11036.4
2015-05-06,11015.99
2015-05-05,11049.34
2015-05-04,11173.28
2015-05-01,11140.36
2015-04-30,11049.74
2015-04-29,11154.11
2015-04-28,11203.08
2015-04-27,11167.31
2015-04-24,11192.93
2015-04-23,11191.48
2015-04-22,11144.45
2015-04-21,11100.38
2015-04-20,11116.57
2015-04-17,11058.45
2015-04-16,11169.75
2015-04-15,11171.06
2015-04-14,11108.07
2015-04-13,11056.76
2015-04-10,11112.68
2015-04-09,11065.39
2015-04-08,11032.99
2015-04-07,11013.24
2015-04-06,11033.12
2015-04-02,10953.16
2015-04-01,10891.61
2015-03-31,10899.19
2015-03-30,10989.16
2015-03-27,10875.14
2015-03-26,10865.15
2015-03-25,10897.51
2015-03-24,11019.75
2015-03-23,11070.89
2015-03-20,11070.53
2015-03-19,10931.36
2015-03-18,11019.72
2015-03-17,10862.43
2015-03-16,10881.18
2015-03-13,10751.02
2015-03-12,10820.87
2015-03-11,10678.76
2015-03-10,10678.41
2015-03-09,10866.62
2015-03-06,10842.17
2015-03-05,11014.26
2015-03-04,11004.68
2015-03-03,11051.22
2015-03-02,11102.82
2015-02-27,11062.79
2015-02-26,11082.1
2015-02-25,11117.93
2015-02-24,11122.11
2015-02-23,11074.58
2015-02-20,11108.67
2015-02-19,11038.26
2015-02-18,11064.09
